serial_number,name_of_facility,type_of_facility_select_one_of_phc_secondary_tertiary_pfp_fbo,presumptive_classification_presumptive_ds_tb,presumptive_classification_presumptive_dr_tb,presumptive_examined_for_diagnosis,presumptive_examinations_xpert,presumptive_examinations_afb,presumptive_examinations_tb_lamp_lf_lam_and_others,presumptive_examinations_screened_with_x_ray,presumptive_bacteriologically_positive_xpert_positive,presumptive_bacteriologically_positive_smear_positive,presumptive_bacteriologically_positive_tb_lamp_lf_lam_positive,presumptive_chest_x_ray_suggestive,presumptive_total_diagnosed,presumptive_rifampicin_resistant_cases,presumptive_previously_known_hiv_status_positive,presumptive_previously_known_hiv_status_negative,presumptive_hiv_status_positive,presumptive_hiv_status_negative,presumptive_hiv_status_unknown,presumptive_no_of_presumptive_that_are_hc_ws,presumptive_referred_from_the_community,presumptive_referred_from_ppm,confirmed_pulmonary_tb_cases_new,confirmed_pulmonary_tb_cases_relapse,confirmed_pulmonary_tb_cases_tx_history_unknown,confirmed_pulmonary_tb_cases_all_other_retreatment_tb_cases,confirmed_eptb_cases_new,confirmed_eptb_cases_relapse,confirmed_eptb_cases_tx_history_unknown,confirmed_eptb_cases_all_other_retreatment_tb_cases,total_tb_cases,previously_known_hiv_status_positive,previously_known_hiv_status_negative,previously_unknown_hiv_status_tested_for_hiv_positive,previously_unknown_hiv_status_tested_for_hiv_negative,previously_unknown_hiv_status_not_tested,bacteriologically_diagnosed_xpert_positive,bacteriologically_diagnosed_smear_positive,bacteriologically_diagnosed_tb_lamp_positive,bacteriologically_diagnosed_lf_lam_positive,clinically_diagnosed_x_ray_other_clinical_diagnosis,no_of_health_care_workers_diagnosed_with_tb,community_activity_referred_from_the_community,community_activity_managed_by_treatment_supporter,quarter,lga,year,presumptive_bacteriologically_positive_truenat_positive,presumptive_examinations_truenat,bacteriologically_diagnosed_truenat_positive,presumptive_no_of_presumptive_that_are_positive_for_covid_19,presumptive_no_of_presumptive_that_are_tested_for_covid_19,presumptive_other_clinical_diagnosis,no_of_tb_patients_with_covid_19_infection,facility,zones,states,lgas,lat,lon
32,HC NASARAWA,PHC,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Ikara,2022,0,0,0,0,0,0,0,Hcnasarawa,NWZ,Kaduna,Ikara,11.1828531,8.1797395
33,HC NASARAWA,PHC,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Ikara,2022,0,0,0,0,0,0,0,Hcnasarawa,NWZ,Kaduna,Ikara,11.1828531,8.1797395
34,HC NASARAWA,PHC,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Ikara,2022,0,0,0,0,0,0,0,Hcnasarawa,NWZ,Kaduna,Ikara,11.1828531,8.1797395
35,HC NASARAWA,PHC,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Ikara,2023,0,0,0,0,0,0,0,Hcnasarawa,NWZ,Kaduna,Ikara,11.1828531,8.1797395
36,HC NASARAWA,PHC,4,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Ikara,2023,0,0,0,0,0,0,0,Hcnasarawa,NWZ,Kaduna,Ikara,11.1828531,8.1797395
37,HC PAMPAIDA,PHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Ikara,2021,0,0,0,0,0,0,0,Hcpampaida,NWZ,Kaduna,Igabi,11.3218729,8.1644948
38,HC PAMPAIDA,PHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Ikara,2021,0,0,0,0,0,0,0,Hcpampaida,NWZ,Kaduna,Igabi,11.3218729,8.1644948
39,HC PAMPAIDA,PHC,2,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Ikara,2021,0,0,0,0,0,0,0,Hcpampaida,NWZ,Kaduna,Igabi,11.3218729,8.1644948
40,HC PAMPAIDA,PHC,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Ikara,2021,0,0,0,0,0,0,0,Hcpampaida,NWZ,Kaduna,Igabi,11.3218729,8.1644948
41,HC PAMPAIDA,PHC,8,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Ikara,2022,0,0,0,0,0,0,0,Hcpampaida,NWZ,Kaduna,Igabi,11.3218729,8.1644948
42,HC PAMPAIDA,PHC,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Ikara,2022,0,0,0,0,0,0,0,Hcpampaida,NWZ,Kaduna,Igabi,11.3218729,8.1644948
43,HC PAMPAIDA,PHC,7,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Ikara,2022,0,0,0,0,0,0,0,Hcpampaida,NWZ,Kaduna,Igabi,11.3218729,8.1644948
44,HC PAMPAIDA,PHC,11,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Ikara,2022,0,0,0,0,0,0,0,Hcpampaida,NWZ,Kaduna,Igabi,11.3218729,8.1644948
45,HC PAMPAIDA,PHC,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Ikara,2023,0,0,0,0,0,0,0,Hcpampaida,NWZ,Kaduna,Igabi,11.3218729,8.1644948
1,HC PAMPAIDA,PHC,18,0,18,3,15,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Ikara,2023,0,0,0,0,0,0,0,Hcpampaida,NWZ,Kaduna,Igabi,11.3218729,8.1644948
2,HC RUMI,PHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Ikara,2022,0,0,0,0,0,0,0,Hcrumi,,,,11.36269,8.024
3,HC RUMI,PHC,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Ikara,2022,0,0,0,0,0,0,0,Hcrumi,,,,11.36269,8.024
4,HC RUMI,PHC,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Ikara,2022,0,0,0,0,0,0,0,Hcrumi,,,,11.36269,8.024
5,HC RUMI,PHC,9,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Ikara,2022,0,0,0,0,0,0,0,Hcrumi,,,,11.36269,8.024
6,HC RUMI,PHC,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Ikara,2023,0,0,0,0,0,0,0,Hcrumi,,,,11.36269,8.024
7,HC RUMI,PHC,8,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Ikara,2023,0,0,0,0,0,0,0,Hcrumi,,,,11.36269,8.024
8,HC RUNJI,PHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Ikara,2022,0,0,0,0,0,0,0,Hcrunji,NWZ,Kaduna,Ikara,11.3942288,8.0202238
9,HC RUNJI,PHC,5,0,5,0,0,0,1,0,0,0,1,1,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,2,Ikara,2022,0,0,0,0,0,0,0,Hcrunji,NWZ,Kaduna,Ikara,11.3942288,8.0202238
10,HC RUNJI,PHC,6,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Ikara,2022,0,0,0,0,0,0,0,Hcrunji,NWZ,Kaduna,Ikara,11.3942288,8.0202238
11,HC RUNJI,PHC,9,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Ikara,2022,0,0,0,0,0,0,0,Hcrunji,NWZ,Kaduna,Ikara,11.3942288,8.0202238
12,HC RUNJI,PHC,2,0,2,1,1,0,1,0,0,0,1,1,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,Ikara,2023,0,0,0,0,0,0,0,Hcrunji,NWZ,Kaduna,Ikara,11.3942288,8.0202238
13,HC RUNJI,PHC,9,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Ikara,2023,0,0,0,0,0,0,0,Hcrunji,NWZ,Kaduna,Ikara,11.3942288,8.0202238
14,HC TASHAN NABAI,PHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Ikara,2022,0,0,0,0,0,0,0,Hctashannabai,,,,11.17954,8.22443
15,HC TASHAN NABAI,PHC,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Ikara,2022,0,0,0,0,0,0,0,Hctashannabai,,,,11.17954,8.22443
16,HC TASHAN NABAI,PHC,4,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Ikara,2022,0,0,0,0,0,0,0,Hctashannabai,,,,11.17954,8.22443
17,HC TASHAN NABAI,PHC,14,0,14,0,14,0,0,0,0,0,0,3,0,0,0,0,14,0,0,5,0,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,3,3,4,Ikara,2022,0,0,0,0,0,3,0,Hctashannabai,,,,11.17954,8.22443
18,HC TASHAN NABAI,PHC,2,0,2,2,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,Ikara,2023,0,0,0,0,0,0,0,Hctashannabai,,,,11.17954,8.22443
19,HC TASHAN NABAI,PHC,17,0,17,0,17,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Ikara,2023,0,0,0,0,0,0,0,Hctashannabai,,,,11.17954,8.22443
20,HC TASHAR ANGO,PHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Ikara,2022,0,0,0,0,0,0,0,Hctasharango,NWZ,Kaduna,Ikara,11.4140944,8.1296103
21,HC TASHAR ANGO,PHC,4,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Ikara,2022,0,0,0,0,0,0,0,Hctasharango,NWZ,Kaduna,Ikara,11.4140944,8.1296103
22,HC TASHAR ANGO,PHC,6,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Ikara,2022,0,0,0,0,0,0,0,Hctasharango,NWZ,Kaduna,Ikara,11.4140944,8.1296103
23,HC TASHAR ANGO,PHC,6,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Ikara,2022,0,0,0,0,0,0,0,Hctasharango,NWZ,Kaduna,Ikara,11.4140944,8.1296103
24,HC TASHAR ANGO,PHC,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Ikara,2023,0,0,0,0,0,0,0,Hctasharango,NWZ,Kaduna,Ikara,11.4140944,8.1296103
25,HC TASHAR ANGO,PHC,8,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Ikara,2023,0,0,0,0,0,0,0,Hctasharango,NWZ,Kaduna,Ikara,11.4140944,8.1296103
26,HC YELWA DAJI,PHC,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Ikara,2021,0,0,0,0,0,0,0,Hcyelwadaji,,,,10.50132,7.42455
27,HC YELWA DAJI,PHC,10,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Ikara,2021,0,0,0,0,0,0,0,Hcyelwadaji,,,,10.50132,7.42455
28,HC YELWA DAJI,PHC,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Ikara,2021,0,0,0,0,0,0,0,Hcyelwadaji,,,,10.50132,7.42455
29,HC YELWA DAJI,PHC,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Ikara,2021,0,0,0,0,0,0,0,Hcyelwadaji,,,,10.50132,7.42455
30,HC YELWA DAJI,PHC,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Ikara,2022,0,0,0,0,0,0,0,Hcyelwadaji,,,,10.50132,7.42455
31,HC YELWA DAJI,PHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Ikara,2022,0,0,0,0,0,0,0,Hcyelwadaji,,,,10.50132,7.42455
32,HC YELWA DAJI,PHC,6,0,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Ikara,2022,0,0,0,0,0,0,0,Hcyelwadaji,,,,10.50132,7.42455
33,HC YELWA DAJI,PHC,12,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Ikara,2022,0,0,0,0,0,0,0,Hcyelwadaji,,,,10.50132,7.42455
34,HC YELWA DAJI,PHC,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Ikara,2023,0,0,0,0,0,0,0,Hcyelwadaji,,,,10.50132,7.42455
35,HC YELWA DAJI,PHC,7,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Ikara,2023,0,0,0,0,0,0,0,Hcyelwadaji,,,,10.50132,7.42455
36,MARYAM CLINIC,PFP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Ikara,2022,0,0,0,0,0,0,0,Maryamclinic,,,,,
37,MARYAM CLINIC,PFP,8,0,8,3,5,0,0,1,0,0,0,1,0,0,0,0,8,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,2,Ikara,2022,0,0,0,0,0,0,0,Maryamclinic,,,,,
38,MARYAM CLINIC,PFP,14,0,14,10,4,0,0,1,1,0,0,2,0,0,0,0,2,12,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,2,0,1,1,0,0,0,0,0,1,3,Ikara,2022,0,0,0,0,0,0,0,Maryamclinic,,,,,
39,MARYAM CLINIC,PFP,16,0,16,0,16,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Ikara,2022,0,0,0,0,0,0,0,Maryamclinic,,,,,
40,MARYAM CLINIC,PFP,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,Ikara,2023,0,0,0,0,0,0,0,Maryamclinic,,,,,
41,MARYAM CLINIC,PFP,78,0,78,28,50,0,0,2,5,0,0,7,0,0,0,0,0,78,0,0,78,7,0,0,0,0,0,0,0,7,0,0,0,7,0,2,5,0,0,0,0,0,0,2,Ikara,2023,0,0,0,0,0,0,0,Maryamclinic,,,,,
42,NAKOWA NURSING HOME,PHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Ikara,2021,0,0,0,0,0,0,0,Nakowanursinghome,,,,,
43,NAKOWA NURSING HOME,PHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Ikara,2021,0,0,0,0,0,0,0,Nakowanursinghome,,,,,
44,NAKOWA NURSING HOME,PHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Ikara,2021,0,0,0,0,0,0,0,Nakowanursinghome,,,,,
45,NAKOWA NURSING HOME,PHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Ikara,2021,0,0,0,0,0,0,0,Nakowanursinghome,,,,,
1,NAKOWA NURSING HOME,PHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Ikara,2022,0,0,0,0,0,0,0,Nakowanursinghome,,,,,
2,NAKOWA NURSING HOME,PHC,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Ikara,2022,0,0,0,0,0,0,0,Nakowanursinghome,,,,,
3,NAKOWA NURSING HOME,PHC,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Ikara,2022,0,0,0,0,0,0,0,Nakowanursinghome,,,,,
4,NAKOWA NURSING HOME,PHC,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Ikara,2022,0,0,0,0,0,0,0,Nakowanursinghome,,,,,
5,NAKOWA NURSING HOME,PHC,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Ikara,2023,0,0,0,0,0,0,0,Nakowanursinghome,,,,,
6,NAKOWA NURSING HOME,PHC,3,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Ikara,2023,0,0,0,0,0,0,0,Nakowanursinghome,,,,,
7,NAYARGORA CLINIC,PHC,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Ikara,2021,0,0,0,0,0,0,0,Nayargoraclinic,NWZ,Kaduna,Kauru,11.1743031,8.2256136
8,NAYARGORA CLINIC,PHC,20,0,20,20,0,0,1,1,0,0,1,2,0,0,0,0,2,18,0,0,20,2,0,0,0,0,0,0,0,2,0,0,0,2,0,1,0,0,0,1,0,0,2,2,Ikara,2021,0,0,0,0,0,0,0,Nayargoraclinic,NWZ,Kaduna,Kauru,11.1743031,8.2256136
9,NAYARGORA CLINIC,PHC,28,0,28,28,0,0,0,3,0,0,0,3,0,0,0,0,3,25,0,6,25,3,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,3,3,Ikara,2021,0,0,0,0,0,0,0,Nayargoraclinic,NWZ,Kaduna,Kauru,11.1743031,8.2256136
10,NAYARGORA CLINIC,PHC,42,0,42,42,0,0,0,1,0,0,0,1,0,0,0,0,1,41,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,4,Ikara,2021,0,0,0,0,0,0,0,Nayargoraclinic,NWZ,Kaduna,Kauru,11.1743031,8.2256136
11,NAYARGORA CLINIC,PHC,34,0,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Ikara,2022,0,0,0,0,0,0,0,Nayargoraclinic,NWZ,Kaduna,Kauru,11.1743031,8.2256136
12,NAYARGORA CLINIC,PHC,56,0,56,6,50,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Ikara,2022,0,0,0,0,0,0,0,Nayargoraclinic,NWZ,Kaduna,Kauru,11.1743031,8.2256136
13,NAYARGORA CLINIC,PHC,15,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Ikara,2022,0,0,0,0,0,0,0,Nayargoraclinic,NWZ,Kaduna,Kauru,11.1743031,8.2256136
14,NAYARGORA CLINIC,PHC,8,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Ikara,2022,0,0,0,0,0,0,0,Nayargoraclinic,NWZ,Kaduna,Kauru,11.1743031,8.2256136
15,NAYARGORA CLINIC,PHC,14,0,14,14,0,0,0,1,0,0,0,1,0,0,0,0,14,0,0,6,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,Ikara,2023,0,0,0,0,0,0,0,Nayargoraclinic,NWZ,Kaduna,Kauru,11.1743031,8.2256136
16,NAYARGORA CLINIC,PHC,101,0,101,101,0,0,0,7,0,0,0,7,0,0,0,0,0,101,0,0,101,7,0,0,0,0,0,0,0,7,0,0,0,7,0,7,0,0,0,0,0,0,0,2,Ikara,2023,0,0,0,0,0,0,0,Nayargoraclinic,NWZ,Kaduna,Kauru,11.1743031,8.2256136
17,PHC AUCHAN,PHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Ikara,2021,0,0,0,0,0,0,0,Phcauchan,NWZ,Kaduna,Ikara,11.407151,8.0109159
18,PHC AUCHAN,PHC,15,0,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Ikara,2021,0,0,0,0,0,0,0,Phcauchan,NWZ,Kaduna,Ikara,11.407151,8.0109159
19,PHC AUCHAN,PHC,16,0,16,0,16,0,0,0,1,0,0,1,0,0,0,0,1,15,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,3,Ikara,2021,0,0,0,0,0,0,0,Phcauchan,NWZ,Kaduna,Ikara,11.407151,8.0109159
20,PHC AUCHAN,PHC,25,0,25,0,25,0,0,0,2,0,0,2,0,0,0,0,2,23,0,1,0,2,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,1,2,4,Ikara,2021,0,0,0,0,0,0,0,Phcauchan,NWZ,Kaduna,Ikara,11.407151,8.0109159
21,PHC AUCHAN,PHC,30,0,30,0,30,0,0,0,1,0,0,1,0,0,0,0,1,29,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,Ikara,2022,0,0,0,0,0,0,0,Phcauchan,NWZ,Kaduna,Ikara,11.407151,8.0109159
22,PHC AUCHAN,PHC,17,0,17,0,17,0,0,0,0,0,0,0,0,0,0,0,17,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Ikara,2022,0,0,0,0,0,0,0,Phcauchan,NWZ,Kaduna,Ikara,11.407151,8.0109159
23,PHC AUCHAN,PHC,33,0,33,0,36,0,0,0,1,0,0,1,0,0,0,0,1,32,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,3,Ikara,2022,0,0,0,0,0,0,0,Phcauchan,NWZ,Kaduna,Ikara,11.407151,8.0109159
24,PHC AUCHAN,PHC,32,0,32,0,32,0,0,0,1,0,0,1,0,0,0,0,32,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,4,Ikara,2022,0,0,0,0,0,0,0,Phcauchan,NWZ,Kaduna,Ikara,11.407151,8.0109159
